dataset,artist,track,chord_filepath,mp3_filepath,mp3_length,chord_length,diff_length
mcgill,Jerry Jeff Walker,Mr. Bojangles,Data/McGill-Billboard/0294/full.lab,Data/mp3s/Mr. Bojangles - Jerry Jeff Walker.mp3,237.0,234,3.0
mcgill,Billy Joel,Just The Way You Are,Data/McGill-Billboard/0295/full.lab,,283.0,290,-7.0
mcgill,Eagles,Lyin' Eyes,Data/McGill-Billboard/0296/full.lab,Data/mp3s/Lyin' Eyes - Eagles.mp3,375.0,380,-5.0
mcgill,Bobby Womack,That's The Way I Feel About Cha,Data/McGill-Billboard/0297/full.lab,,,216,
mcgill,Whitesnake,Here I Go Again,Data/McGill-Billboard/0300/full.lab,Data/mp3s/Here I Go Again - Whitesnake.mp3,276.0,278,-2.0
mcgill,The Beatles,Do You Want To Know A Secret,Data/McGill-Billboard/0302/full.lab,,118.0,119,-1.0
mcgill,Juice Newton,Break It To Me Gently,Data/McGill-Billboard/0303/full.lab,Data/mp3s/Break It To Me Gently - Juice Newton.mp3,248.0,243,5.0
mcgill,Digital Underground,The Humpty Dance,Data/McGill-Billboard/0304/full.lab,Data/mp3s/The Humpty Dance - Digital Underground.mp3,393.0,388,5.0
mcgill,Village People,In The Navy,Data/McGill-Billboard/0306/full.lab,Data/mp3s/In The Navy - Village People.mp3,222.0,226,-4.0
mcgill,Smokey Robinson,Cruisin',Data/McGill-Billboard/0307/full.lab,,,270,
mcgill,Roger Miller,You Can't Roller Skate In A Buffalo Herd,Data/McGill-Billboard/0308/full.lab,Data/mp3s/You Can't Roller Skate In A Buffalo Herd - Roger Miller.mp3,110.0,112,-2.0
mcgill,Cyndi Lauper,All Through The Night,Data/McGill-Billboard/0309/full.lab,Data/mp3s/All Through The Night - Cyndi Lauper.mp3,264.0,269,-5.0
mcgill,Little River Band,The Other Guy,Data/McGill-Billboard/0310/full.lab,Data/mp3s/The Other Guy - Little River Band.mp3,170.0,169,1.0
mcgill,Anne Murray,Daydream Believer,Data/McGill-Billboard/0312/full.lab,Data/mp3s/Daydream Believer - Anne Murray.mp3,150.0,147,3.0
mcgill,James Brown,I Got You (I Feel Good),Data/McGill-Billboard/0314/full.lab,Data/mp3s/I Got You (I Feel Good) - James Brown.mp3,166.0,168,-2.0
mcgill,Redbone,Come And Get Your Love,Data/McGill-Billboard/0315/full.lab,Data/mp3s/Come And Get Your Love - Redbone.mp3,207.0,214,-7.0
mcgill,Cheap Trick,Dream Police,Data/McGill-Billboard/0317/full.lab,Data/mp3s/Dream Police - Cheap Trick.mp3,234.0,231,3.0
mcgill,The String-A-Longs,Wheels,Data/McGill-Billboard/0318/full.lab,,123.0,124,-1.0
mcgill,Marvin Gaye,I Want You,Data/McGill-Billboard/0319/full.lab,,,238,
mcgill,The Supremes,Floy Joy,Data/McGill-Billboard/0320/full.lab,Data/mp3s/Floy Joy - The Supremes.mp3,158.0,155,3.0
mcgill,The Everly Brothers,Bird Dog,Data/McGill-Billboard/0322/full.lab,Data/mp3s/Bird Dog - The Everly Brothers.mp3,136.0,137,-1.0
mcgill,Cheap Trick,Dream Police,Data/McGill-Billboard/0323/full.lab,,234.0,231,3.0
mcgill,Linda Ronstadt,When Will I Be Loved,Data/McGill-Billboard/0324/full.lab,Data/mp3s/When Will I Be Loved - Linda Ronstadt.mp3,126.0,124,2.0
mcgill,Paul Anka,Let Me Get To Know You,Data/McGill-Billboard/0325/full.lab,Data/mp3s/Let Me Get To Know You - Paul Anka.mp3,208.0,201,7.0
mcgill,Elvis Presley,My Boy,Data/McGill-Billboard/0326/full.lab,Data/mp3s/My Boy - Elvis Presley.mp3,209.0,200,9.0
mcgill,The Robert Cray Band,Smoking Gun,Data/McGill-Billboard/0329/full.lab,,,240,
mcgill,The 5th Dimension,Go Where You Wanna Go,Data/McGill-Billboard/0330/full.lab,Data/mp3s/Go Where You Wanna Go - The 5th Dimension.mp3,145.0,145,0.0
mcgill,Kool & The Gang,Jungle Boogie,Data/McGill-Billboard/0331/full.lab,Data/mp3s/Jungle Boogie - Kool & The Gang.mp3,187.0,186,1.0
mcgill,The Rolling Stones,Waiting On A Friend,Data/McGill-Billboard/0332/full.lab,,275.0,274,1.0
mcgill,Rockwell,Somebody s Watching Me,Data/McGill-Billboard/0334/full.lab,Data/mp3s/Somebody s Watching Me - Rockwell.mp3,238.0,241,-3.0
mcgill,The Contours,Do You Love Me,Data/McGill-Billboard/0335/full.lab,,172.0,174,-2.0
mcgill,Rita Coolidge,(Your Love Has Lifted Me) Higher And Higher,Data/McGill-Billboard/0336/full.lab,Data/mp3s/(Your Love Has Lifted Me) Higher And Higher - Rita Coolidge.mp3,242.0,242,0.0
mcgill,Kenny Rogers,Through The Years,Data/McGill-Billboard/0338/full.lab,,,285,
mcgill,Urban Dance Squad,Deeper Shade Of Soul,Data/McGill-Billboard/0339/full.lab,Data/mp3s/Deeper Shade Of Soul - Urban Dance Squad.mp3,276.0,274,2.0
mcgill,Commodores,Easy,Data/McGill-Billboard/0341/full.lab,Data/mp3s/Easy - Commodores.mp3,261.0,264,-3.0
mcgill,Gladys Knight & The Pips,If I Were Your Woman,Data/McGill-Billboard/0343/full.lab,Data/mp3s/If I Were Your Woman - Gladys Knight & The Pips.mp3,198.0,194,4.0
mcgill,The Rolling Stones,Doo Doo Doo Doo Doo (Heartbreaker),Data/McGill-Billboard/0345/full.lab,Data/mp3s/Doo Doo Doo Doo Doo (Heartbreaker) - The Rolling Stones.mp3,207.0,207,0.0
mcgill,Freddy Fender,Living It Down,Data/McGill-Billboard/0346/full.lab,Data/mp3s/Living It Down - Freddy Fender.mp3,156.0,155,1.0
mcgill,Glen Campbell,Sunflower,Data/McGill-Billboard/0347/full.lab,Data/mp3s/Sunflower - Glen Campbell.mp3,172.0,172,0.0
mcgill,Tina Turner,The Best,Data/McGill-Billboard/0348/full.lab,Data/mp3s/The Best - Tina Turner.mp3,330.0,329,1.0
mcgill,Firehouse,Don t Treat Me Bad,Data/McGill-Billboard/0349/full.lab,,,322,
mcgill,Bachman-Turner Overdrive,Roll On Down The Highway,Data/McGill-Billboard/0351/full.lab,Data/mp3s/Roll On Down The Highway - Bachman-Turner Overdrive.mp3,238.0,240,-2.0
mcgill,Marky Mark,Good Vibrations,Data/McGill-Billboard/0352/full.lab,Data/mp3s/Good Vibrations - Marky Mark.mp3,271.0,269,2.0
mcgill,Sammy Hagar,I Can't Drive 55,Data/McGill-Billboard/0353/full.lab,Data/mp3s/I Can't Drive 55 - Sammy Hagar.mp3,255.0,249,6.0
mcgill,Elton John,Philadelphia Freedom,Data/McGill-Billboard/0354/full.lab,Data/mp3s/Philadelphia Freedom - Elton John.mp3,328.0,323,5.0
mcgill,Johnny Tillotson,"I Rise, I Fall",Data/McGill-Billboard/0355/full.lab,"Data/mp3s/I Rise, I Fall - Johnny Tillotson.mp3",135.0,138,-3.0
mcgill,Brenda Lee,Dum Dum,Data/McGill-Billboard/0356/full.lab,Data/mp3s/Dum Dum - Brenda Lee.mp3,147.0,148,-1.0
mcgill,Donna Fargo,Superman,Data/McGill-Billboard/0358/full.lab,Data/mp3s/Superman - Donna Fargo.mp3,148.0,146,2.0
mcgill,The Cure,Just Like Heaven,Data/McGill-Billboard/0359/full.lab,,,212,
mcgill,Ike & Tina Turner,I Want To Take You Higher,Data/McGill-Billboard/0360/full.lab,Data/mp3s/I Want To Take You Higher - Ike & Tina Turner.mp3,169.0,173,-4.0
mcgill,George Harrison,This Song,Data/McGill-Billboard/0361/full.lab,Data/mp3s/This Song - George Harrison.mp3,251.0,254,-3.0
mcgill,Wednesday,Last Kiss,Data/McGill-Billboard/0362/full.lab,,156.0,156,0.0
mcgill,Santana,Evil Ways,Data/McGill-Billboard/0364/full.lab,Data/mp3s/Evil Ways - Santana.mp3,236.0,238,-2.0
mcgill,Chicago,Feelin' Stronger Every Day,Data/McGill-Billboard/0366/full.lab,Data/mp3s/Feelin' Stronger Every Day - Chicago.mp3,257.0,253,4.0
mcgill,Alan O'Day,Undercover Angel,Data/McGill-Billboard/0367/full.lab,Data/mp3s/Undercover Angel - Alan O'Day.mp3,206.0,213,-7.0
mcgill,The Buckinghams,Kind Of A Drag,Data/McGill-Billboard/0369/full.lab,Data/mp3s/Kind Of A Drag - The Buckinghams.mp3,128.0,130,-2.0
mcgill,Neneh Cherry,Kisses On The Wind,Data/McGill-Billboard/0370/full.lab,Data/mp3s/Kisses On The Wind - Neneh Cherry.mp3,238.0,237,1.0
mcgill,Brenda Lee,Losing You,Data/McGill-Billboard/0371/full.lab,Data/mp3s/Losing You - Brenda Lee.mp3,155.0,155,0.0
mcgill,Kenny Rogers,Scarlet Fever,Data/McGill-Billboard/0372/full.lab,Data/mp3s/Scarlet Fever - Kenny Rogers.mp3,241.0,238,3.0
mcgill,Ann Peebles,I Can't Stand The Rain,Data/McGill-Billboard/0377/full.lab,Data/mp3s/I Can't Stand The Rain - Ann Peebles.mp3,151.0,153,-2.0
mcgill,Digital Underground,The Humpty Dance,Data/McGill-Billboard/0378/full.lab,,393.0,388,5.0
mcgill,Gladys Knight & The Pips,Best Thing That Ever Happened To Me,Data/McGill-Billboard/0380/full.lab,Data/mp3s/Best Thing That Ever Happened To Me - Gladys Knight & The Pips.mp3,225.0,227,-2.0
mcgill,Focus,Hocus Pocus,Data/McGill-Billboard/0381/full.lab,,,206,
mcgill,Pet Shop Boys,Where The Streets Have No Name,Data/McGill-Billboard/0382/full.lab,Data/mp3s/Where The Streets Have No Name - Pet Shop Boys.mp3,273.0,272,1.0
mcgill,Donovan,Sunshine Superman,Data/McGill-Billboard/0383/full.lab,Data/mp3s/Sunshine Superman - Donovan.mp3,275.0,279,-4.0
mcgill,Sting,If You Love Somebody Set Them Free,Data/McGill-Billboard/0384/full.lab,Data/mp3s/If You Love Somebody Set Them Free - Sting.mp3,250.0,255,-5.0
mcgill,Wilson Phillips,Hold On,Data/McGill-Billboard/0385/full.lab,Data/mp3s/Hold On - Wilson Phillips.mp3,221.0,221,0.0
mcgill,Elvis Presley,I Really Don't Want To Know,Data/McGill-Billboard/0386/full.lab,Data/mp3s/I Really Don't Want To Know - Elvis Presley.mp3,166.0,166,0.0
mcgill,The Rolling Stones,Time Is On My Side,Data/McGill-Billboard/0387/full.lab,Data/mp3s/Time Is On My Side - The Rolling Stones.mp3,186.0,178,8.0
mcgill,General Public,Tenderness,Data/McGill-Billboard/0389/full.lab,Data/mp3s/Tenderness - General Public.mp3,215.0,217,-2.0
mcgill,Candi Staton,Young Hearts Run Free,Data/McGill-Billboard/0390/full.lab,,,221,
mcgill,The Isley Brothers,It's Your Thing,Data/McGill-Billboard/0391/full.lab,,,218,
mcgill,Genesis,Misunderstanding,Data/McGill-Billboard/0393/full.lab,Data/mp3s/Misunderstanding - Genesis.mp3,192.0,194,-2.0
mcgill,Jackson Browne,Here Come Those Tears Again,Data/McGill-Billboard/0395/full.lab,Data/mp3s/Here Come Those Tears Again - Jackson Browne.mp3,213.0,217,-4.0
mcgill,Peggy Lee,Fever,Data/McGill-Billboard/0396/full.lab,Data/mp3s/Fever - Peggy Lee.mp3,204.0,202,2.0
mcgill,Janis Joplin,Kozmic Blues,Data/McGill-Billboard/0397/full.lab,Data/mp3s/Kozmic Blues - Janis Joplin.mp3,263.0,264,-1.0
mcgill,Elvis Presley,One Night,Data/McGill-Billboard/0399/full.lab,Data/mp3s/One Night - Elvis Presley.mp3,154.0,151,3.0
mcgill,Shirley Brown,Woman To Woman,Data/McGill-Billboard/0400/full.lab,Data/mp3s/Woman To Woman - Shirley Brown.mp3,239.0,234,5.0
mcgill,Cyndi Lauper,The Goonies R Good Enough,Data/McGill-Billboard/0401/full.lab,Data/mp3s/The Goonies R Good Enough - Cyndi Lauper.mp3,221.0,218,3.0
mcgill,J. Frank Wilson & The Cavaliers,Last Kiss,Data/McGill-Billboard/0402/full.lab,,154.0,147,7.0
mcgill,Aretha Franklin,I Never Loved A Man (The Way I Love You),Data/McGill-Billboard/0403/full.lab,Data/mp3s/I Never Loved A Man (The Way I Love You) - Aretha Franklin.mp3,167.0,164,3.0
mcgill,The Crystals,He's A Rebel,Data/McGill-Billboard/0404/full.lab,Data/mp3s/He's A Rebel - The Crystals.mp3,155.0,156,-1.0
mcgill,Pure Prairie League,Amie,Data/McGill-Billboard/0406/full.lab,Data/mp3s/Amie - Pure Prairie League.mp3,260.0,260,0.0
mcgill,Gino Vannelli,Wild Horses,Data/McGill-Billboard/0407/full.lab,Data/mp3s/Wild Horses - Gino Vannelli.mp3,274.0,280,-6.0
mcgill,Johnny Tillotson,Jimmy's Girl,Data/McGill-Billboard/0410/full.lab,Data/mp3s/Jimmy's Girl - Johnny Tillotson.mp3,162.0,164,-2.0
mcgill,Harry Chapin,Sunday Morning Sunshine,Data/McGill-Billboard/0412/full.lab,Data/mp3s/Sunday Morning Sunshine - Harry Chapin.mp3,231.0,228,3.0
mcgill,The Rembrandts,Someone,Data/McGill-Billboard/0414/full.lab,Data/mp3s/Someone - The Rembrandts.mp3,230.0,231,-1.0
mcgill,David Bowie,Golden Years,Data/McGill-Billboard/0415/full.lab,Data/mp3s/Golden Years - David Bowie.mp3,210.0,209,1.0
mcgill,Joni Mitchell,"(You're So Square) Baby, I Don't Care",Data/McGill-Billboard/0417/full.lab,"Data/mp3s/(You're So Square) Baby, I Don't Care - Joni Mitchell.mp3",159.0,158,1.0
mcgill,Aretha Franklin,Chain Of Fools,Data/McGill-Billboard/0418/full.lab,Data/mp3s/Chain Of Fools - Aretha Franklin.mp3,168.0,168,0.0
mcgill,George Harrison,Blow Away,Data/McGill-Billboard/0419/full.lab,Data/mp3s/Blow Away - George Harrison.mp3,244.0,240,4.0
mcgill,The Who,Pinball Wizard,Data/McGill-Billboard/0421/full.lab,Data/mp3s/Pinball Wizard - The Who.mp3,171.0,180,-9.0
mcgill,LaVern Baker,See See Rider,Data/McGill-Billboard/0425/full.lab,Data/mp3s/See See Rider - LaVern Baker.mp3,150.0,148,2.0
mcgill,Bruce Springsteen,I m Goin  Down,Data/McGill-Billboard/0426/full.lab,Data/mp3s/I m Goin  Down - Bruce Springsteen.mp3,213.0,211,2.0
mcgill,The Beach Boys,Bluebirds Over The Mountain,Data/McGill-Billboard/0427/full.lab,Data/mp3s/Bluebirds Over The Mountain - The Beach Boys.mp3,174.0,171,3.0
mcgill,Ocean,Put Your Hand In The Hand,Data/McGill-Billboard/0429/full.lab,Data/mp3s/Put Your Hand In The Hand - Ocean.mp3,178.0,176,2.0
mcgill,Huey Lewis,I Want A New Drug,Data/McGill-Billboard/0430/full.lab,Data/mp3s/I Want A New Drug - Huey Lewis.mp3,286.0,286,0.0
mcgill,The Osmonds,One Bad Apple,Data/McGill-Billboard/0432/full.lab,Data/mp3s/One Bad Apple - The Osmonds.mp3,172.0,166,6.0
mcgill,The 5th Dimension,If I Could Reach You,Data/McGill-Billboard/0433/full.lab,Data/mp3s/If I Could Reach You - The 5th Dimension.mp3,189.0,189,0.0
mcgill,Dion,Where Or When,Data/McGill-Billboard/0434/full.lab,Data/mp3s/Where Or When - Dion.mp3,157.0,159,-2.0
mcgill,Dion,Ruby Baby,Data/McGill-Billboard/0439/full.lab,Data/mp3s/Ruby Baby - Dion.mp3,161.0,156,5.0
mcgill,Depeche Mode,World In My Eyes,Data/McGill-Billboard/0442/full.lab,Data/mp3s/World In My Eyes - Depeche Mode.mp3,238.0,239,-1.0
mcgill,The Kinks,Better Things,Data/McGill-Billboard/0443/full.lab,Data/mp3s/Better Things - The Kinks.mp3,183.0,186,-3.0
mcgill,Elvis Presley,I Really Don't Want To Know,Data/McGill-Billboard/0444/full.lab,,166.0,166,0.0
mcgill,Chicago,Old Days,Data/McGill-Billboard/0445/full.lab,Data/mp3s/Old Days - Chicago.mp3,210.0,210,0.0
mcgill,John Denver,Back Home Again,Data/McGill-Billboard/0446/full.lab,,283.0,286,-3.0
mcgill,The Pointer Sisters,Jump (for My Love),Data/McGill-Billboard/0448/full.lab,Data/mp3s/Jump (for My Love) - The Pointer Sisters.mp3,250.0,241,9.0
mcgill,Rick Springfield,Jessie's Girl,Data/McGill-Billboard/0450/full.lab,,194.0,196,-2.0
mcgill,"Crosby, Stills, Nash",Got It Made,Data/McGill-Billboard/0451/full.lab,"Data/mp3s/Got It Made - Crosby, Stills, Nash.mp3",280.0,274,6.0
mcgill,Billy Squier,Don't Say You Love Me,Data/McGill-Billboard/0452/full.lab,Data/mp3s/Don't Say You Love Me - Billy Squier.mp3,272.0,272,0.0
mcgill,Roberta Flack,Feel Like Makin' Love,Data/McGill-Billboard/0454/full.lab,,176.0,177,-1.0
mcgill,Jimmy Smith,Walk On The Wild Side (Part 1),Data/McGill-Billboard/0455/full.lab,Data/mp3s/Walk On The Wild Side (Part 1) - Jimmy Smith.mp3,355.0,357,-2.0
mcgill,Paul McCartney,With A Little Luck,Data/McGill-Billboard/0456/full.lab,Data/mp3s/With A Little Luck - Paul McCartney.mp3,345.0,346,-1.0
mcgill,The Rolling Stones,Not Fade Away,Data/McGill-Billboard/0457/full.lab,Data/mp3s/Not Fade Away - The Rolling Stones.mp3,183.0,186,-3.0
mcgill,Robert Palmer,Addicted To Love,Data/McGill-Billboard/0458/full.lab,,269.0,264,5.0
mcgill,The Drifters,On Broadway,Data/McGill-Billboard/0461/full.lab,Data/mp3s/On Broadway - The Drifters.mp3,187.0,180,7.0
mcgill,John Denver,Seasons Of The Heart,Data/McGill-Billboard/0463/full.lab,Data/mp3s/Seasons Of The Heart - John Denver.mp3,223.0,231,-8.0
mcgill,Billy Idol,Flesh For Fantasy,Data/McGill-Billboard/0464/full.lab,Data/mp3s/Flesh For Fantasy - Billy Idol.mp3,278.0,278,0.0
mcgill,Sammy Hagar,Give To Live,Data/McGill-Billboard/0465/full.lab,,,339,
mcgill,The Music Explosion,Little Bit O' Soul,Data/McGill-Billboard/0467/full.lab,Data/mp3s/Little Bit O' Soul - The Music Explosion.mp3,142.0,142,0.0
mcgill,The Temptations,Ain't Too Proud To Beg,Data/McGill-Billboard/0468/full.lab,Data/mp3s/Ain't Too Proud To Beg - The Temptations.mp3,154.0,154,0.0
mcgill,Corey Hart,In Your Soul,Data/McGill-Billboard/0469/full.lab,Data/mp3s/In Your Soul - Corey Hart.mp3,234.0,234,0.0
mcgill,Brenda Lee,As Usual,Data/McGill-Billboard/0471/full.lab,,157.0,157,0.0
mcgill,Kenny Rogers,Sweet Music Man,Data/McGill-Billboard/0472/full.lab,Data/mp3s/Sweet Music Man - Kenny Rogers.mp3,261.0,259,2.0
mcgill,The Beatles,Come Together,Data/McGill-Billboard/0473/full.lab,,259.0,259,0.0
mcgill,The Cowsills,Silver Threads And Golden Needles,Data/McGill-Billboard/0474/full.lab,Data/mp3s/Silver Threads And Golden Needles - The Cowsills.mp3,185.0,181,4.0
mcgill,Anne Murray,Daydream Believer,Data/McGill-Billboard/0475/full.lab,,150.0,147,3.0
mcgill,Color Me Badd,I Adore Mi Amor,Data/McGill-Billboard/0476/full.lab,Data/mp3s/I Adore Mi Amor - Color Me Badd.mp3,292.0,290,2.0
mcgill,The Hollies,Carrie-Anne,Data/McGill-Billboard/0477/full.lab,Data/mp3s/Carrie-Anne - The Hollies.mp3,171.0,175,-4.0
mcgill,The J. Geils Band,One Last Kiss,Data/McGill-Billboard/0478/full.lab,Data/mp3s/One Last Kiss - The J. Geils Band.mp3,261.0,263,-2.0
mcgill,The Beach Boys,Wendy,Data/McGill-Billboard/0479/full.lab,Data/mp3s/Wendy - The Beach Boys.mp3,139.0,139,0.0
mcgill,Rick James,Give It To Me Baby,Data/McGill-Billboard/0480/full.lab,,,234,
mcgill,The Miracles,"Baby, Baby Don't Cry",Data/McGill-Billboard/0481/full.lab,"Data/mp3s/Baby, Baby Don't Cry - The Miracles.mp3",243.0,239,4.0
mcgill,"Evelyn ""Champagne"" King",I'm In Love,Data/McGill-Billboard/0482/full.lab,"Data/mp3s/I'm In Love - Evelyn ""Champagne"" King.mp3",302.0,303,-1.0
mcgill,Dr. John,Right Place Wrong Time,Data/McGill-Billboard/0483/full.lab,,,335,
mcgill,Brenda Lee,Heart In Hand,Data/McGill-Billboard/0484/full.lab,Data/mp3s/Heart In Hand - Brenda Lee.mp3,146.0,151,-5.0
mcgill,Daryl Hall & John Oates,Rich Girl,Data/McGill-Billboard/0485/full.lab,Data/mp3s/Rich Girl - Daryl Hall & John Oates.mp3,145.0,147,-2.0
mcgill,James Brown,My Thang,Data/McGill-Billboard/0490/full.lab,,,278,
mcgill,The Police,Don't Stand So Close To Me,Data/McGill-Billboard/0492/full.lab,Data/mp3s/Don't Stand So Close To Me - The Police.mp3,245.0,243,2.0
mcgill,Kenny Rogers,I Don't Need You,Data/McGill-Billboard/0494/full.lab,Data/mp3s/I Don't Need You - Kenny Rogers.mp3,212.0,208,4.0
mcgill,The Staple Singers,City In The Sky,Data/McGill-Billboard/0497/full.lab,Data/mp3s/City In The Sky - The Staple Singers.mp3,225.0,224,1.0
mcgill,Johnny Horton,The Battle Of New Orleans,Data/McGill-Billboard/0500/full.lab,Data/mp3s/The Battle Of New Orleans - Johnny Horton.mp3,151.0,152,-1.0
mcgill,Donna Summer,Last Dance,Data/McGill-Billboard/0501/full.lab,Data/mp3s/Last Dance - Donna Summer.mp3,201.0,199,2.0
mcgill,Otis Redding,I've Been Loving You Too Long (To Stop Now),Data/McGill-Billboard/0502/full.lab,Data/mp3s/I've Been Loving You Too Long (To Stop Now) - Otis Redding.mp3,196.0,195,1.0
mcgill,Marky Mark,Good Vibrations,Data/McGill-Billboard/0503/full.lab,,271.0,269,2.0
mcgill,Steve Miller Band,The Joker,Data/McGill-Billboard/0504/full.lab,,218.0,219,-1.0
mcgill,Engelbert Humperdinck,After The Lovin',Data/McGill-Billboard/0506/full.lab,Data/mp3s/After The Lovin' - Engelbert Humperdinck.mp3,237.0,236,1.0
mcgill,Commodores,Still,Data/McGill-Billboard/0507/full.lab,Data/mp3s/Still - Commodores.mp3,230.0,227,3.0
mcgill,Elvis Presley,For Ol' Times Sake,Data/McGill-Billboard/0508/full.lab,,227.0,218,9.0
mcgill,B.B. King,How Blue Can You Get,Data/McGill-Billboard/0510/full.lab,,,163,
mcgill,Bertha Tillman,Oh My Angel,Data/McGill-Billboard/0511/full.lab,Data/mp3s/Oh My Angel - Bertha Tillman.mp3,142.0,141,1.0
mcgill,The Rolling Stones,Going To A Go-Go,Data/McGill-Billboard/0512/full.lab,Data/mp3s/Going To A Go-Go - The Rolling Stones.mp3,205.0,203,2.0
mcgill,Etta James,Fool That I Am,Data/McGill-Billboard/0515/full.lab,Data/mp3s/Fool That I Am - Etta James.mp3,172.0,177,-5.0
mcgill,"Nat ""King"" Cole",Those Lazy-Hazy-Crazy Days Of Summer,Data/McGill-Billboard/0516/full.lab,"Data/mp3s/Those Lazy-Hazy-Crazy Days Of Summer - Nat ""King"" Cole.mp3",146.0,145,1.0
mcgill,George Harrison,All Those Years Ago,Data/McGill-Billboard/0517/full.lab,Data/mp3s/All Those Years Ago - George Harrison.mp3,228.0,227,1.0
mcgill,"Crosby, Stills & Nash",Suite: Judy Blue Eyes,Data/McGill-Billboard/0518/full.lab,"Data/mp3s/Suite: Judy Blue Eyes - Crosby, Stills & Nash.mp3",446.0,449,-3.0
mcgill,Digital Underground,The Humpty Dance,Data/McGill-Billboard/0521/full.lab,,393.0,388,5.0
mcgill,Candi Staton,Young Hearts Run Free,Data/McGill-Billboard/0522/full.lab,,,221,
mcgill,Tina Turner,Private Dancer,Data/McGill-Billboard/0524/full.lab,Data/mp3s/Private Dancer - Tina Turner.mp3,435.0,433,2.0
mcgill,Led Zeppelin,Trampled Under Foot,Data/McGill-Billboard/0525/full.lab,Data/mp3s/Trampled Under Foot - Led Zeppelin.mp3,337.0,335,2.0
mcgill,Pet Shop Boys,Love Comes Quickly,Data/McGill-Billboard/0526/full.lab,Data/mp3s/Love Comes Quickly - Pet Shop Boys.mp3,260.0,258,2.0
mcgill,Tommy James,Crystal Blue Persuasion,Data/McGill-Billboard/0528/full.lab,Data/mp3s/Crystal Blue Persuasion - Tommy James.mp3,242.0,244,-2.0
mcgill,Tracie Spencer,This House,Data/McGill-Billboard/0530/full.lab,Data/mp3s/This House - Tracie Spencer.mp3,307.0,306,1.0
mcgill,Kate Bush,Running Up That Hill,Data/McGill-Billboard/0531/full.lab,Data/mp3s/Running Up That Hill - Kate Bush.mp3,304.0,301,3.0
mcgill,James Brown,"Baby, You're Right",Data/McGill-Billboard/0533/full.lab,"Data/mp3s/Baby, You're Right - James Brown.mp3",183.0,179,4.0
mcgill,R. Dean Taylor,Indiana Wants Me,Data/McGill-Billboard/0537/full.lab,,,190,
mcgill,Cheap Trick,Stop This Game,Data/McGill-Billboard/0539/full.lab,Data/mp3s/Stop This Game - Cheap Trick.mp3,238.0,237,1.0
mcgill,Billy Preston,With You I'm Born Again,Data/McGill-Billboard/0540/full.lab,Data/mp3s/With You I'm Born Again - Billy Preston.mp3,220.0,222,-2.0
mcgill,Wham!,Wake Me Up Before You Go-Go,Data/McGill-Billboard/0542/full.lab,Data/mp3s/Wake Me Up Before You Go-Go - Wham!.mp3,232.0,234,-2.0
mcgill,Elvis Presley,If I Can Dream,Data/McGill-Billboard/0543/full.lab,Data/mp3s/If I Can Dream - Elvis Presley.mp3,199.0,192,7.0
mcgill,Jackson Browne,Redneck Friend,Data/McGill-Billboard/0545/full.lab,Data/mp3s/Redneck Friend - Jackson Browne.mp3,239.0,241,-2.0
mcgill,The Trammps,Disco Inferno,Data/McGill-Billboard/0546/full.lab,Data/mp3s/Disco Inferno - The Trammps.mp3,214.0,217,-3.0
mcgill,Michael Johnson,Almost Like Being In Love,Data/McGill-Billboard/0547/full.lab,,,234,
mcgill,Swingin' Medallions,Double Shot (Of My Baby's Love),Data/McGill-Billboard/0549/full.lab,Data/mp3s/Double Shot (Of My Baby's Love) - Swingin' Medallions.mp3,135.0,137,-2.0
mcgill,Peaches & Herb,Shake Your Groove Thing,Data/McGill-Billboard/0550/full.lab,Data/mp3s/Shake Your Groove Thing - Peaches & Herb.mp3,339.0,333,6.0
mcgill,Patrick Hernandez,Born To Be Alive,Data/McGill-Billboard/0552/full.lab,,207.0,215,-8.0
mcgill,Michael Sembello,Maniac,Data/McGill-Billboard/0553/full.lab,Data/mp3s/Maniac - Michael Sembello.mp3,252.0,252,0.0
mcgill,The Moments,Walk Right In,Data/McGill-Billboard/0554/full.lab,Data/mp3s/Walk Right In - The Moments.mp3,132.0,139,-7.0
mcgill,Cheap Trick,Surrender,Data/McGill-Billboard/0555/full.lab,Data/mp3s/Surrender - Cheap Trick.mp3,257.0,256,1.0
mcgill,Dolly Parton,Baby I'm Burnin',Data/McGill-Billboard/0559/full.lab,Data/mp3s/Baby I'm Burnin' - Dolly Parton.mp3,157.0,158,-1.0
mcgill,Simon & Garfunkel,Cecilia,Data/McGill-Billboard/0560/full.lab,Data/mp3s/Cecilia - Simon & Garfunkel.mp3,175.0,176,-1.0
mcgill,Jackson Browne,Boulevard,Data/McGill-Billboard/0561/full.lab,Data/mp3s/Boulevard - Jackson Browne.mp3,201.0,201,0.0
mcgill,Etta James,Fool That I Am,Data/McGill-Billboard/0562/full.lab,,172.0,177,-5.0
mcgill,Elvis Presley,Judy,Data/McGill-Billboard/0565/full.lab,Data/mp3s/Judy - Elvis Presley.mp3,138.0,132,6.0
mcgill,Roxette,The Look,Data/McGill-Billboard/0567/full.lab,Data/mp3s/The Look - Roxette.mp3,238.0,237,1.0
mcgill,Roxy Music,Dance Away,Data/McGill-Billboard/0568/full.lab,Data/mp3s/Dance Away - Roxy Music.mp3,229.0,226,3.0
